distance,traffic,weather,eta
9.9889628523367,1,0,13.903512436219009
23.817143353837988,1,1,35.1926853202633
18.567854603473723,1,0,23.19762727539137
15.367803620728878,5,1,33.2191464367482
4.744447370618476,4,0,16.827952578020074
4.7438684880688635,5,0,16.378860351586155
2.394006692036787,4,0,9.308616659899206
21.788227498598445,5,1,38.41583697563854
15.426760281837012,5,1,31.515586536634185
17.993741867105093,3,0,26.402709646386977
1.4940278630992587,5,0,9.810472816499011
24.277836451887865,2,1,36.94221829618882
20.97862337921012,3,1,34.23195339160054
6.096138656278628,5,1,21.19480815465047
5.363799212970415,1,0,10.809333879995073
5.401708236482412,2,1,13.509344215930176
8.301813831028905,2,0,11.591336587874064
13.594154359173707,2,1,23.015200246501344
11.36668044741078,3,0,21.18086697112622
7.989499364753006,5,1,24.440939779137516
15.684469473337106,5,1,33.35864266323166
4.347852655649004,1,1,9.4680097404546
8.011471564845236,1,1,16.61757111387968
9.7926842390486,2,1,21.205019242932455
11.945679621208862,1,0,14.943972285670682
19.844223073432325,3,1,33.22992749303374
5.792170771800634,5,1,24.491408853524984
13.341626521926678,2,1,22.030203273385236
15.217949652689018,1,0,16.85136624473937
2.1148099052799454,3,1,14.803580755265532
15.58107644563452,3,0,26.970501278170545
5.092578968494997,1,1,10.697160115039146
2.5612382316467084,5,1,16.34750231423988
23.77325289408,1,0,28.078033372518092
24.175168793789425,2,1,36.68810709776672
20.401536354795066,1,0,28.81367105649688
8.310730460160897,3,0,14.88766686867652
3.344130736153213,1,1,11.26716084095644
17.421592636291766,5,0,31.833358878330984
11.563659849750431,4,1,26.532025601462795
3.928917636274692,1,1,9.246082802356892
12.884245842670484,5,0,24.751846645337594
1.8253245067652415,5,0,8.496844539175486
22.82368964989077,3,0,32.255088754848714
7.210719558400406,5,0,20.979834386143004
16.900534824495566,5,1,31.92197740119013
8.481065826145862,5,1,22.116675683661224
13.48163250826746,5,0,27.458338657335197
14.121046704238712,2,1,25.250792629072638
5.436506932612649,2,1,15.40353481872778
24.270031066349404,3,1,36.29759619943848
19.60318776066675,1,1,34.15194121140079
23.547974597540538,5,0,35.826062768714145
22.47585641026357,1,0,29.27952231978442
15.349599491466044,1,1,23.60220839802208
23.124981640554804,3,0,31.376694933935667
3.123820049246068,5,0,13.00816521346878
5.703588698059485,5,0,16.89092163944312
2.0854549338529136,4,1,12.702599496896557
8.807927938318343,1,1,17.94396076905171
10.328254952547567,1,1,17.570654452132136
7.512376762573502,2,0,10.332302773051628
20.889700219646304,4,1,33.71538919823698
9.562079840646142,2,1,20.186825989998283
7.742428232497138,2,0,10.317372313595893
14.024705995797962,2,1,24.96249934105572
4.3821813993943035,3,1,15.647928050607083
20.252727538096952,3,0,28.31256231786831
2.7892154483144997,2,0,9.12853470552718
24.685286478412415,4,0,34.186756526571635
19.53387446311978,1,1,29.53356722374085
5.769176356820138,4,1,18.341295760992146
1.1325308109664576,5,1,14.621041021697962
20.57107428291602,3,0,28.329495853538077
17.96457625234281,1,0,21.683447494011517
18.496172032983694,1,1,30.933010489621626
19.5104883204627,5,1,39.342896002298744
2.7770716416181687,5,0,14.8166551469894
9.603177485062542,2,0,17.403509189134425
3.780857428603113,3,0,12.229056003666273
21.714482221014244,3,0,31.41066624064467
15.95915504386139,4,1,30.74619315626237
8.94155259646358,2,0,11.78484635967428
2.5254004068645672,2,1,10.351089234622428
8.463575721175893,2,1,20.023119364489446
8.804399728641929,2,1,16.743865177856044
18.51054828011354,3,0,30.258940345510698
16.301379312525114,3,0,25.74482665241766
22.293105821831837,2,0,27.98098325485874
12.333158203886782,4,0,20.585150817971517
3.870261902519241,1,1,11.982920022438599
18.117874893351882,1,0,24.84649804253903
19.25884116680554,4,0,31.314137546141897
14.470652741667909,2,1,24.316719661505598
19.503212318909462,3,0,29.824990737948525
12.851094312745378,1,1,22.681905673800948
13.545587905167856,5,1,32.706412047175995
11.260984440605192,5,1,30.060549727607437
1.6100590418582845,4,1,14.175990651746938
3.589394247839307,2,1,11.463409716678127
1.754300456481622,1,1,7.897656563415658
16.27384987033073,2,1,28.072860558907035
8.54454354583184,1,1,16.78958614268839
13.205696587952866,4,0,26.46280917982365
22.78159537422623,4,0,39.56942589290479
6.983013499572999,5,0,17.969106940259426
10.849190152855114,2,0,21.33079800107506
19.133227325033168,5,1,38.804351283556585
6.491155971798939,2,0,11.58774118578831
2.847517835891032,5,1,19.9141510807994
7.954034869930433,3,0,18.91613844675485
4.869310894096106,3,0,10.922582184527634
23.312743656221755,3,0,37.4397228924374
20.394889109546007,3,1,36.12403257352713
16.201690156250162,1,0,26.179146443458578
21.915054164505225,3,1,34.94998783340727
20.288129845578748,4,1,35.13890232722251
5.47768141326486,4,0,10.519893436431154
22.421415963759465,1,0,30.04808699764728
13.944213805975618,3,0,23.483559078408177
20.3785637239375,3,1,32.82828912565367
22.506191198163837,3,0,32.84372797482049
8.632083399324733,5,1,21.23605805883945
3.641246188664242,2,1,14.266385332060462
6.4704439010066,5,0,16.7851337321513
11.250586927030152,2,0,23.688802343678088
20.632354382139834,3,1,33.90762265714573
21.657533998152243,3,1,33.96980311568607
1.1668511327485769,5,1,14.075595121828568
13.257935261861578,5,0,23.08560036114539
11.017864075570696,2,1,21.685980672090718
6.330587451297526,4,0,14.756905541998787
3.8767688160083873,2,1,14.414628160005542
9.102764113687071,5,1,23.87382194607565
23.62983289390046,5,0,41.12468369605185
8.756870368498126,1,1,17.52315594083183
13.450974921840785,5,0,26.198363459645627
17.87245501348427,1,0,26.607411190882765
9.727110457103056,4,1,25.077119470598085
24.322769985303054,2,0,39.07974963569011
24.09873507861067,2,0,32.09957160437639
7.04277509980874,1,1,14.104562330687408
12.93396414141725,2,0,22.658174991722557
8.221079435602473,5,0,16.77821969905274
7.836171865059223,3,0,18.03729336453619
1.885286736508787,1,1,8.640949599173487
15.629544015517524,2,0,20.97903130772653
13.064296557492675,1,1,18.451076551888963
2.2354900299997444,1,1,6.837609089739125
7.6875151416786744,3,0,10.655379025363263
22.798381263199687,5,0,36.37897862845661
6.749485376007338,1,0,11.344495117893969
4.477476930189354,2,1,11.92037103428957
12.746866246661511,4,0,26.07286489886143
24.655610898654416,1,0,34.90662828383587
6.80932651627601,1,0,12.72248078478276
17.131253137741083,3,0,27.01878558581803
19.278870767889224,5,0,28.485286376494134
6.703301055817592,4,1,18.136566282915897
18.47719236668463,2,1,29.38855378647278
9.826795185262078,4,0,18.004418923304872
16.17533993424591,2,0,23.131396970121948
16.204713058261472,5,0,32.66579060730052
13.858592417794203,2,0,17.338757842322405
3.1669544813057993,3,1,16.923729489805012
21.04725989414171,3,0,33.02616471647833
8.69872155932166,3,1,20.474899487741382
5.476444249596502,3,1,14.644499988034276
1.978603397314334,4,0,8.62642338579435
15.181430636517803,5,1,28.465281334643883
17.261544684214776,2,1,31.647384581686502
1.3981078942685476,2,1,12.25295259327034
13.290233399182743,3,1,22.635710821852726
6.435898604750511,3,0,12.61782233588821
16.484146969826796,1,0,22.64726590225597
5.184794296119795,5,1,19.12273487899934
17.58250571445918,4,0,25.261657343287382
10.281648311212898,2,0,15.0224324523441
23.48151972968163,1,0,34.07989227165799
4.300502659503838,1,0,5.980646010575716
9.185592425206204,2,0,14.695776236843031
3.7233645097741377,4,1,13.677682563658204
23.192646838685505,1,0,31.0067021769901
22.056144481143544,1,0,28.69767697542142
7.190599065163735,5,0,17.144679395082523
16.8396171048203,4,0,25.598229734169507
20.61333280482918,1,1,33.045086113816765
14.324819478387095,4,1,25.478696560782353
13.711613880544157,2,1,24.9615680478321
6.80445498161084,3,1,13.35758748850986
3.234466427341581,1,0,7.295783078834662
22.53317819087984,5,1,42.48041160357593
22.610033371919933,2,0,33.321607469583746
16.19443497455843,4,0,27.11090503233038
9.136714985168815,2,0,18.132065193329968
9.381029790703861,1,0,17.87281913883677
18.422936292885744,4,0,29.464277279370968
22.53064623886185,3,1,35.63476542637436
22.290074182362815,2,1,34.54644353952524
19.717013100582975,1,1,28.205055428911155
16.408759507702907,5,1,31.942771017223244
3.019359159881172,4,0,10.549753911374387
4.87908913827073,2,1,16.786418981937366
22.565300524649903,2,0,32.62212461965075
15.554297431830157,3,1,27.203264663680006
1.2207292387991115,3,0,2.554625035114362
3.4353170287847705,5,0,11.03345144732879
16.92404245859334,5,1,34.81570911551576
1.1214780123092485,1,0,-0.8973382680065365
4.859393234019968,1,0,8.417258935727872
14.169610944798066,5,1,28.372405684027626
17.60548474462464,5,0,31.310193242710916
16.64707022806241,4,1,31.604196876343178
6.382463427053435,3,1,17.400135980245544
18.09230131234086,1,1,26.421917880651993
6.693978099923202,3,0,13.178202468692378
8.809592755822425,3,0,15.129930469114033
18.91579372283258,5,0,33.66673710188287
16.59118957713315,4,1,33.019812842121674
21.38136185186027,2,0,27.21968917716007
16.78270941520824,4,1,31.535994353665348
14.639406480051319,4,1,29.46045192303706
3.2481944278742194,3,0,10.265375582695146
9.825179273426404,4,1,23.62375436730472
7.364856824361411,1,0,10.033758568543243
6.855751441098006,3,0,14.784962580242686
24.352253314058693,1,0,32.45876139883767
10.43434539200225,2,0,16.803287782047825
22.40911732425072,3,0,33.902820462168314
16.14732702393431,2,1,28.857499250796184
20.075471284999562,3,1,29.888684826208937
13.063290234524612,5,1,31.06287596516027
14.84569323103262,4,0,26.499687407681694
